title,location,division,url
Campaign Specialist,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13883449/campaign-specialist-remote/
Sr Software Engineer,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13960080/sr-software-engineer-remote/
UX Designer II,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13948554/ux-designer-ii-remote/
Enterprise Insights Analyst II,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13947413/enterprise-insights-analyst-ii-remote/
Regional Advocate,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13871249/regional-advocate-remote/
Senior Software Engineer,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/12838222/senior-software-engineer-remote/
Senior Software Engineer,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13751749/senior-software-engineer-remote/
"Software Engineer II, Analytics","Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13478516/software-engineer-ii-analytics-remote/
Senior Recruiter-Manheim,"Aurora, CO",Cox Enterprises,https://jobs.coxenterprises.com/job/13947418/senior-recruiter-manheim-remote/
Vehicle Inspections Rep III,"Denver, CO",Cox Automotive,https://jobs.coxenterprises.com/job/13384068/vehicle-inspections-rep-iii-remote/
"Client Solutions Specialist II (Fort Collins, CO)","Fort Collins, CO",Cox Automotive,https://jobs.coxenterprises.com/job/13808079/client-solutions-specialist-ii-fort-collins-co-remote/
Floorplan Specialist I,"Phoenix, AZ",Cox Automotive,https://jobs.coxenterprises.com/job/14010523/floorplan-specialist-i-remote/
"Client Solutions Specialist II (El Paso, TX)","El Paso, TX",Cox Automotive,https://jobs.coxenterprises.com/job/13172387/client-solutions-specialist-ii-el-paso-tx-remote/
Principal Solution Architect,"Draper, UT",Cox Automotive,https://jobs.coxenterprises.com/job/13873536/principal-solution-architect-remote/
Vehicle Inspections Rep,"Salt Lake City, UT",Cox Automotive,https://jobs.coxenterprises.com/job/13015270/vehicle-inspections-rep-remote/
"Client Solutions Specialist II (Helena, MT)","Helena, MT",Cox Automotive,https://jobs.coxenterprises.com/job/13387197/client-solutions-specialist-ii-helena-mt-remote/
Vehicle Inspections Rep II - Express,"Riverside, CA",Cox Automotive,https://jobs.coxenterprises.com/job/13429981/vehicle-inspections-rep-ii-express-remote/
Field Inspector III - Express,"Oceanside, CA",Cox Automotive,https://jobs.coxenterprises.com/job/13849090/field-inspector-iii-express-remote/
Lead Search Engine Optimization (SEO) Product Manager,"Irvine, CA",Cox Automotive,https://jobs.coxenterprises.com/job/13776375/lead-search-engine-optimization-seo-product-manager-remote/
Field Inspector - Express,"Anaheim, CA",Cox Automotive,https://jobs.coxenterprises.com/job/13808085/field-inspector-express-remote/
Field Inspector III - Express,"Anaheim, CA",Cox Automotive,https://jobs.coxenterprises.com/job/13665800/field-inspector-iii-express-remote/
